likeCount,Comments,Author
0.0,gua yang subscribe,
,,
,,
,,
0.0,kebanyakan drama lu,dimas rizaldi
0.0,terusin rik,wisma sanjay
0.0,auto kaya,Ifal Alan
1.0,gua suka konten lu rik meng hibur bangnget buat guave away ke anjing,Rizki Chennel
0.0,jangan pernah nonton video erickontolim pake headset sayangi gendang telinganmu,Nikcolass Xu
0.0,gw tiap hari nonton lu tapi yang jelek jelek nya gw kagak tiru bang,Vigomonyet monyet
0.0,ngakak anjing ton lu tapi yang jelek jelek nya gw kagak tiru bang,Babang Novan
0.0,iklannya kebanyakan,Eko Budi Prasojo
1.0,baca ini anjingggg hanya di chanel ini dia kelihatan goblokk bego jijik sampah anjing bangsat kontol bajingan tp sebenarnya dia di dunia nyata adalah orang yg sama aja first time gua komen lo semoga dibaca lu mau dengerin saran gua yabagus kalo engga yakontol,Izuna Kun
0.0,bang gue bocah ni bolah hate coment gx biar gue yg di buly subsciber lu wkwkw,MULAI DEWASA
0.0,terlalu baper itu bang haters lugx biar gue yg di buly subsciber lu wkwkw,Muhammad Renal
0.0,dear hatters maknye erickontol kagak ngilu nglahirin die pling jijik doang goblok wkwkwkk kontol bajingan tp sebenarnya dia di dunia nyata adalah orang yg sama aja first time gua komen lo semoga dibaca lu mau dengerin saran gua yabagus kalo engga yakontol,irfan septianto
0.0,sumpah jujur gw dlu benci bngt parah sama ni org tapi skrg udah tau sisi doi gue jadi chill aja dama doi soaperrrs,Moba Game
0.0,emang channel ny bang ericko ga semuanya medidik ,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
0.0,woy kontol anjing bgst anjg,
,,
,,
,,
,,
,,
0.0,dont judge cover by its book,Andrean Dwi M. S
0.0,yg komen kok bocil bocil semua,Agga Pradana
0.0,im soapers,Kikboy Gaming
0.0,penampakan,Renaldi ZA
0.0,hmm kontol ericko lim item ajg,Mang Musa
5.0,gw suka sama video nya ericko lim ya tergantung kitanya aja skrng klok mnurut kalian itu ga baik iya udah ga usah di lakuin cukup di toton buat fun aja lah dia cuma menghibur bukan mengajarin soryy bukanya memihak ke ericko lim tapi emng terhibur gw sama videonya,Basa Hurahoky
0.0,paling demen ne gua pembukaannya,Fiqi Andre
0.0,woy anjing melet atas bawah itu gimna gua bisanya kiri kanan doang kesian tar bini gua,MPL HIGHLIGHTS
0.0,nonton youtube tu harus netral klo pada ngak suka jgn ditonton klo memberi saran yg bijak jgn jadi ora bego yg di begokan orang bego,ilham MLD
0.0,good,Soldier Cats
0.0,erick jt subs coli beneran katanya lu soapking,Dimz Gaming
1.0,dirty drama lagi dong kontol,Who am I
0.0,mantep ea lagi dong kontol,Lham Danil
0.0,hallo pemakan jembutt,Umar Mualim
1.0,ehhh qimack erickontol lu itu udah ganteng dari lahir kok iyalah yang namanya laki laki pasti ganteng anjing ga ada yang cantik qimack,Yudi Syarifudin
0.0,udah la anjg ngakak gu monyet kadl kegencet la muka ky peler la anjg ngakak,Skyes
0.0,bangsatt wkwkwkwkwk,Dadut Aja
62.0,bikin parodi wik wik wik dong bang yang setuju like,Ibnu Pangestu128
0.0,di paksain menit kontol ong bang yang setuju like,Daniiswandi Qunut
1.0,s kamvret v,Uyab aji
0.0,gua suka gaya bicara lo kontol wkwkwk,Arizki Gaming
0.0,hajajaj,WawaN Ex
0.0,njirrr gua ngeliat mukanya jadi kepingin garuk garuk pantat,I Fabian E
0.0,bikin vidio bokep biar seru bangsat,Rendi Permna
0.0,yang setuju setiap bulan ada konten beginian like,Alboys Nois
0.0,oh iya gua mau nanya bang lu ngomong anjing bgst dll itu ke semua orang atau ama viewers lu doang,Maydha TriFGD
0.0,haters pingin gw sunatin pake golok njeng,Savilla CH HD
0.0,yg beli channel tuh harus mendidik mending kalian search dulu deh channel how to basic trus nonton videonya mendidik gak,Aulia Ferdiansyah
0.0,lu gua nonton krn muncul ditumbails gua tp jjur gua nyesel buang wkt gua dtik buat nnton lu smoga lembaga sensor indonesia dtgin lu amien,Ordinary Person Channel
0.0,garis kuningnya,Sahrul Ramadan
0.0,maaf bg jgan agama saran aja teroris krna ngarah nya kesna udh bnyak contoh kyak kemaren gw support lo sukses yt rewind ya,Defri Muhammad
1.0,bang potong rambut dongga teroris krna ngarah nya kesna udh bnyak contoh kyak kemaren gw support lo sukses yt rewind ya,luis sades
0.0,ada fitur tidak tertarik knp org org kgk digunain coba duh kontolnya klo mau cari have fun mah cenel ini recommended,Fio Melandri
0.0,next kayanye tuh v wkwk,Anarko V Crowd
0.0,plis lah request terkontol model gini jangan diucapkan,bossi holden
1.0,ericko lim coba dong bikin video tanpa toxic ,
,,
0.0,kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis,zeby 82
1.0,sok lu bang reza musuh terbesar lo aja bang ericko lim sang wibu indonesia wkwkwk muka lu kayak reza arap bang,FINHARD Channel
0.0,mantap anjing mpshh ahh bau memek,Ichank TV
0.0,chanel ngga berfaedah asu kontol memek jembut ,
,,
,,
0.0,u,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
0.0,njir gua liat chanel ini tawa mulu banyakin toxic nya bang wkwkwkkwkwk,Riski Setiawan
0.0,toxic never diesl ini tawa mulu banyakin toxic nya bang wkwkwkkwkwk,arif tuarita
0.0,eh erikontol anjing dajjal,Muhamad Ardi
0.0,iklan mulu anjir untung gapada gua skip,Dea Aulia
0.0,bang gampang banget jawab haters lu ,Poetra Esa
0.0,ini opening yg gw tunggu wkwkw,Anggara jay
0.0,haters ma goblok anjing,arif tuarita
0.0,sumpahh banget gua dari dulu liat video arap tapi ga ada niat buat subscribe v why gituu why erikonto,
,,
0.0,wkwkwk ngapain ngebully erick,
,,
,,
,,
0.0,rip hesdset,Bi llz
0.0,kontol udah jadi haters gak gue baca komen gue anjing bangsat,Naali Muhamad
0.0,heter sumber uang,
,,
,,
,,
1.0,ngakak kontol,Raehan Birtha
0.0,kaka kok kocak,Saddam XD
0.0,kontoll,MANVAN GAMING
0.0,bang buat haters part y plisa,Khalmar Wally
0.0,aku kok kalo liat ini ketawanya feet nangis teruskan ketololan mu bang banrikonto,
,,
2.0,king toxic lanjut kan pokok nya harus toxic kalok gk toxic bukan erico yang gue kenall,agus pradana febriansah
0.0,knt l,angga mzrbest
0.0,panutanqu nihdont give a fuck about that fucking haters bukan erico yang gue kenall,Cosmic Gaming
0.0,eri coli m kpn buat vidio tetntang free fire bangsad utekmu pubg terus su,
,,
0.0,editan nya bagus bgt anjir,RynnGMG
0.0,bang colab sama qorygore dong,Kevin Wibisana
0.0,g colab sama qorygore dong,Gilang Suwardiana
0.0,dari pada lu baca komen haters mending lu liat banci tailand bacol rik,Ifal Franata
1.0,ka,Saddam XD
0.0,woi kontol lu erik tapi gw seneng ng lu liat banci tailand bacol rik,Parodi Koplak
1.0,soapers,Dicky Ramadhan
0.0,woi itu yg ngomen sembarangan emank lu bisa kayak dia bang erick buat konten kek gitu salahnya apa lu mikir donk kalo ngk bagus ya gk usah di ikutin kalo bagus ya ikutin pake akal cuy,nasss Adam
0.0,gua dukung lo bang sanss aj haters bangsd,Hafid Firmansyah
0.0,santai bang ini baru hidup tampa mereka lu gk akan sampai pada titik ini gitu salahnya apa lu mikir donk kalo ngk bagus ya gk usah di ikutin kalo bagus ya ikutin pake akal cuy,S. C Fic
1.0,panutan kuu,DIDO CHANEL
0.0,ada yg tau kabarnya lord randog,sidik ramdhoni
0.0,lu pinter banget rick lawan haters gw suka ama omongan lu,GaMER XZ
0.0,terusin aja karya lo rik haters bikin lu makin kaya,Verdhy Virgian
2255.0,yang ngaku hater lu juga tiap kali lu upload mereka nonton lel,Kimi Hime
0.0,nah gitu dong intronya bgsd,Squidward TM
0.0,gw sub karna unfaedah,INDO8BP 69
0.0,gg kau bang tetap sabar kwwkwk gw stay on soapers bro v,Just Ulhak
0.0,iklannya banyak njing tapi ga gua skip,Gozaa Rhodestra
0.0,silahkan hina aku sepuasnya aku suci kamu penuh dosa haters,Silint
0.0,anjiiing gua kangen pas elu main pb,Faiz Jr
0.0,saran gue banyakin iklan biar lu cepet kaya,bangdhee 789
0.0,semangat bang jangan kalah sama haters haters tu cuma bocah bocah yang gak mampu sesukses lu mangat bang semangat v,Raafi Kontoru
0.0, bang jangan kalah sama haters haters tu cuma bocah bocah yang gak mampu sesukses lu mangat bang semangat v,Ari Shandya
0.0,bang muka eluuu hasil poto kopian dari uya kuya kan soalnya mirip hhh,bintang sn
0.0,haters kontol,Nofear Gaming
0.0,anjir terakiran aja ada iklan anjir wkwkw,watching you
0.0,haters kok nonton v,INDO8BP 69
0.0,ericko lim kemarin coli pake bumbu sasa e kontolnya kriuk kriuk,Arek Mbandong
0.0,bikin yang banyak video kaya gini tod seru nntnnya trs iklan banyakin biar auto kaya gitu aja susah ngntd,Aldi Sahru Ramadhan
0.0,bisaa lebih emosi dari ituu engga bangu nntnnya trs iklan banyakin biar auto kaya gitu aja susah ngntd,KRISNA K
1.0,erickolim no limit pros issss baaaaaacccckkk,Silas Sandy
1.0,haters kintil,Rival Aldo
0.0,isap teteknya anu rik wkwkwkw,Oktaviano Nanda S
1.0,skuy living,Bangun Andy
0.0,lo semua kontol triggered,Muhamad Iksan
1.0,mantap rik  lanjut kan wkw,Disconnect Free
0.0,yng comment rapstronout smua itu wkwkw,MPL HIGHLIGHTS
0.0,kopi nya mantap,Ligadio Dhiagram A.R
1.0,sukak we konten gini,Dimas Dhani
1.0,akhirnya rindu ku terbalaskan,
,,
1.0,erikolim is the best tapi dia noob v,Khalmar Wally
1.0,lucu asli mantap mantap,Laurens AQUARIUS INDONESIA
0.0,setuju anjing,Ilham Ramadhan
7.0,m m k beku ,Twenty Zet
0.0,best content,Indra Aditya
0.0,bang kembangkan cenel nya bang,
,,
,,
,,
,,
0.0,mantab bang bagus bisa sabar ngadepin haters go blog,Aji Wicak
0.0,tanda akhir zaman ni org,Adepancarmdhn
0.0,manusia kaya erick mau lo bilang apaan tetep ae gk mempan awakwoakw,
,,
0.0,komen ku kok gak lu baca sih njing v,EndangKecil
1.0,gg lah gara lo gw bisa terinspirasi,zakki573
1.0,ini yg gw suka dari lu,Immanuel Rafli
0.0,intronya mana woy,Kiki Rizky Ariestya
0.0,intro legend comeback,Pranu Anjas
0.0,qorygore si bocah bar bar indo cabul cabul club,Yansen Christian
0.0,pemilihan komentar yang cerdik membuat erick terlihat disisi yang benar hehe,watching you
0.0,maen pb rik kangen gw wkwk,Isaghi
0.0,contoh komenan yg mencerminkan org beragama,Daily H00man
0.0,erykoncy,Farrel PP! RAHMANSYAH
0.0,ericoklim sabar bang gua support lo trs bikin yg keren lagi,Adek exsodus
0.0,fotonya siapa,NIZart
0.0,so excited bang gua support lo trs bikin yg keren lagi,First Attack Tv
0.0,terus berkarya bang abay kan heters kontol,Galih Firoos ramadhan
0.0,bangsat lu kontol anjing titit lu bau analog kontolllllll,RSJ 812
0.0,si kontoru botak abis rewind tod,Vejm R
0.0,bang gw mau buat chanel youtube ,
,,
0.0,saya tau abang pintar dan cerdas tapi kurangilah omong kasar yah bg wkwkw,janter manurung manurung
0.0,pada sok anjing lu tuh klo lu pada klo gk sub kyk erik lu tuh jgn bully lo tuh miskin aj anjing makanya lu tuh klo gk miskin ya kerja gblk,Andrew Suyitno
0.0,lu gk tau bowo dulu gimana yang tadinya haters dimana mana sekarang udah terkenal ,
,,
,,
0.0,ngakak ajg,Ziyan Shabriyan
0.0,siip bang gw dukung lu soapking ,
,,
0.0,zharborneo ikut rewind gk bang,Vejm R
0.0,ngentot yuk kak,Yolo Tv
0.0,kimi hime bacol,THE CROW
0.0,kaka rindu sama tete nya,12345678910 Balap
0.0,ngentot yuk a tete nya,Uzumaki Naruto
0.0,tetenya kimi hitam katanya,M maulana
1.0,bg bikin vidio lu jumpa iki anak sule wkwkwk muka lu mirip amat sama dia,MUSIC NOSTALGIA
0.0,e,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
0.0,anjaay kok kayak gmna gitu kont,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
109.0,gua nonton chanel ini satu keluarga karena chanel ini chanel pendidikan dan keluarga,Arman26G.commander Gamers YT
0.0,bang semangat bang biarin aja heters ajg itu lo ngejek dia dia makin kaya ajg like soapers,Jibrillian Jordy
0.0,bodo amat mau toxic mau kaga yg penting gw terhibur auto subs wkwkwk,Istri Jogja
0.0,siapa yang setuju bikin part dua hahaha,Fikri Ardiansah
0.0,aman antum kalo ga manfaat dan ga menghibur jangan maksain jadi youtuber,Muhammad Taufik
0.0,haters uang,
,,
,,
1.0,bang lu jgn di masukin ke hati kata haters w sub lo dr rb karena w suka ama lo ngehibur gw selama ini dan buat gua senang thanks bang dh ngehibur gw selama ini d,HIMIKO TOGA
2.0,berfaedah sangad bang lim,XD gaming
0.0,setelah gue lihat isinya vvibu semua,Kiki Rizky Ariestya
0.0,gua kaga skip iklan biar lu tambah kaya kontol,Febri Saegi Ersan
0.0,ini nih yg gw tunggu rik tengkyu ud di denger request gw anjeng,wirya wibisana
0.0,hmmm bau mmk,X GAMING
0.0,selalu support lu rikk panoetanqueee,Muhammad Priagung
0.0,jahat bat dah,Rangga Junivian
0.0,komen cacian yg kalian berikan pada erick itu berarti pujian buat dia gaes kalo mau nge hate erick komen pake kata kata yg sopan biar ggred,Akbar Cenx
0.0,hahahaha,Rey Liwongan
1.0,haters k nt,Twenty Zet
0.0,please lah kontol jangan upload video ngebucin lagi anjg bikin video frontal lu lagi lah anjing ngentot memek jembut itil pepeq combeck frontal lah ngentot,Scoobydoby Sex
0.0,buat konten gini seminggu sekali eo ngebucin lagi anjg bikin video frontal lu lagi lah anjing ngentot memek jembut itil pepeq combeck frontal lah ngentot,Si Kijil
0.0,terus sin aja kak eric biar rin aja orang mau bilang apa,sharipa sharipa
0.0,kasian ya rik yg komen haters bisanya ngetik tpi g dapet duit tapi lu mbacain komen dapet duit ,
,,
0.0,hello haters v,Diki Tanjung
0.0,nggak usah bikin bikin hate comment anjing kaya iduplu udah yang paling bener aja dasar bangsad,Misbaakhul Muniir
25.0,emng lu doang upmood gw rick kyaa ,Dhea Gomez
0.0,muka lu kayak kontol anjing muka kayak lu itu harus dikasih pelumas ngentot hahhaha lu kagak ngelawak juga muka lu udah lucu anjing kek selangkangan monyet ,
,,
,,
1.0,akhirnya intronya muncul juga,Informasi Gaming
0.0,hey ,
,,
,,
,,
,,
,,
,,
0.0,gua subs lu karna lu menghibur bang karna toxic lu itu pas dan di waktu yg tepat jadi kliatan menghibur jujur gua jgk toxic tapi pas di waktu yg tepat biar kliatan lucu terus upload ke unfaedah han lu bang,AFRIZ Studios
0.0,ini haters pada buta ato gmn sih bisa baca angka g balik tk aja lu gblk baca angka like dislike aja g becus ,
,,
,,
,,
,,
,,
,,
,,
,,
,,
0.0,tetap jadi diri sendiri bang heters emang kaya kontol sok suci dirinya aje blom bener sok n ngasih tau orang harus ini lah itu lah heters kontol,Nur Afandy
1.0,ehhh erick akunmu namanya sama coy aku punya akun alvintimotiousnya aje blom bener sok n ngasih tau orang harus ini lah itu lah heters kontol,Twenty Zet
0.0,ngakak liat komenan bocah tolol klo gk suka ya gak usah di tonton bego di pelihara sih ups,Kurniawan Putra
0.0,bang ayooo dong bikin konten main pb lg toxic lg dong di pb,Ahmad Syaifullah
0.0,idola gue boyy,Mbah_ Gareng27
0.0,itu dia gatau bang sifat asli lu gimana ngeliat dari video doang emang pada kaya kontol gitu heters,Muhammadfarsha Fardiansyah
0.0,wkwkwkwkwkwk orang kek gini lo hina udh kebal chhoooyy oang emang pada kaya kontol gitu heters,Raditya DC
0.0,femeli frenli,Gozy Andrean
1.0,heeei wattsapp broo youtube riwend gimana lo bilang gak bakall ada karna lo gak disana merasa paling penting lu kira gogle sinting muncul jadi jagoan saat sutuasi genting ahh ini kah idola anak yang ngefans dg gaya gaming lu yang paling bobrok ,
,,
,,
0.0,kontol mah kebal bait,Redy Vengeance'z
0.0,orang yg komennya d baca angkat jempol nya kwkwkkwkw,It's me Bertus28
5.0,kerasin volume cok,Rizky Muhammad
1.0,rapyourbae yang hate comment ohya sedikit cerita nih ,
,,
,,
,,
,,
,,
0.0,u the best bang,Marcell J. F. Dabukke
1.0,awto kena take down yt,JustKid ID
0.0,ericko lim kebal hinaan,Kelkin Adrian
0.0,halah tai mending makan jembut lagi pasion lu disitu,hehe net
1.0,rick gua anti skip skip iklan wkwk,Doni Sukma
0.0,tempat gw hujan jing,Kombet _ck
0.0,nah gini dong bikin vidio yang banyak biar ada tontonan nih gwndir para ade ade rapyourbae ya ,
,,
,,
,,
,,
0.0,wkwkwk ericko pasti ada jawapan untuk hatersa tontonan nih gwndir para ade ade rapyourbae ya ,
,,
,,
,,
,,
0.0,gua skipp iklanya masa tiktok,Abdur Razak
0.0,panutanqoelanya masa tiktok,BORA BORA
1.0,heh lu bilang subs gak beli lo liat arap video subs elu palingan k gblk kalah lu ngikutin toxian nya arap gak lucu lu solusinya adalah lu mati aja gw yg bunuh kalo bisa,Nami Rin
0.0,soapers mah ketawa aja liat komen kek gitu eaa zeeb sangad,DIMAS AMF
0.0,mati langsung masuk nerakak plng dlm lu cokkkk,Alpha Taiger
0.0,un like,Dwi Andika
0.0,anjirrr intronya,Gilang Suwardiana
0.0,intronya akmj,Cyber Gaming
0.0,matanya selalu merah,BENT BONT
0.0,erick pantat nya udah tebel sma komen macam itu ,
,,
0.0,bang gw bukan haters lu tapi gw pengen bilang memek,KeiYamato XPloit
0.0,trus berkarya knttl kuda klo mnurutlo bner,hopper SANTUY
0.0,nice ajg ya knttl kuda klo mnurutlo bner,Rifa Mulyana
0.0,give away dong lu mah banyak duit kagak pernag give away,Annisa Ramadhanara
0.0,mulai dari lu masih kerja di garena masih sering bikin konten pb pink guy lagu susu kntl manis sampe sekarang channel lu tetep favorit gua boy gua mah,Reydo Putra
0.0,bang main ff,Agus Sarbini
0.0,kurang lama bang wkwk,akhyar 10969
0.0,tetepp berkaryaa bangg,Fadhiilah Maulidina
0.0,jgn mudah menyerah bang dan jgn sampe bang erick hpus channel buat gue konten lo itu sangat berguna bang di kalangan gamers dan satu lagi bang jgn lupa upload video tentang free fire bang terus pesan dari gue jgn hiraukan yang menghina kita karena hinaan adalah sumber semangat hidup untuk mencapai mimpi ,
,,
,,
,,
1.0,iyaa erickolim kontol anjing ngentot gua tau mana yg baik dan mana yg buruk mana yg patut di contoh dan mana yg enggak bgsat tpi gua skrg jdi toxic gara sering nonton video lu bangsat gua suka channel lu anjing bgsat ngentot lu salam soapers,Yoki Munthe
0.0,padahal yang ngomong dan komentar jelek sama sama gk ber otak,CHRISNA 2512
0.0,pantat baja,Pukis Pukisme
0.0,tolol wkwkwngomong dan komentar jelek sama sama gk ber otak,jason Lainama
0.0,semangat cok,udean bambang
0.0,soapkingmah keball,butterfly cyber punk
0.0,manaa wa,Irwan Hexsa
0.0,reaction video wik bang,Rafael Riantama
0.0,soapers sejati dong,
,,
0.0,manaa wa goblok,Irwan Hexsa
0.0,cewe lo mana bang selingkuh,Rehan Irawan
1.0,mending lu bikin konten yg menjijikan aja lim seru berfaedah lagi,Comentator Official
0.0,rik klau gue hate lo masuk video gak bangsat erikcolly,Aquarius
0.0,kok geli,Rush Ami Gaming
6.0,emng bener sih chenel ini ga bermutu tapi gua suka terhibur ,
,,
,,
0.0,hey wassap ma fren v,Zombies Fever
0.0,mentalnya memang mental juara,Gusde Yatz
0.0,haters berguna buat konten kaya gini wkwkwkw nambah uang elu rik wkwkwk ngakak gua sama haters kaya gitu,Yezzy gaming
1.0,zzzzzzzzzzzzzzzz hatres kalok ada giveway lu juga ikut kontol goblok,jhofan
0.0,wajib di lanjut,Why Firmansyah
0.0,bocah sabun lo kampang,
,,
0.0,wkwkwk ngakak ngentot,Ahmad Rivo
0.0,kontol buat erickontol,Bagus Surya wiranata
0.0,gw mah suka nonton tp ng subscribe kagak  maaf ya kntlik bangke,Ady Rai
0.0,jt subs gada yg belain kwkwkwkw,Syahdan
0.0,o oh khe,Andhika BadBoy
0.0,gila satu keluarha toxic legend,Kaziel
0.0,gunawan gugun coba ajah cari di kolom pencarian chanel pendidikan,sobat Gurun
0.0,channel paling mendidik ini fraindly family,Agil Fadhilah
0.0,ndasmu mendidik,Gunawan Gugun
0.0,zhiap bang saya juga,anugrah wijayusman
0.0,dhea gomez wkwkwk emang jelek kimi hime,Peternak Lele
0.0,dm w dong nih ig w dar haidarrrr,Peternak Lele
0.0,wad kimi hime jelek v,Dhea Gomez
0.0,minta wa dong kime hime jelek ,Peternak Lele
1.0,minta sama kimihime sono,Dhea Gomez
0.0,lo bilang muka erik kontol karna lo suka sama erik soalnya ledekan seperti itu hanya sianggap candaan sama erik,Ilham Ramdani
0.0,robi styanto muka lu lebih kek kontol bego,Leo Sukma Wijaya Prabasa
0.0,mana haters bangsat,Purna Lam
0.0,jangan lupa coli,Dede Yusuf
1.0,erico lim anjing guaaaa sukaa sama konten looo woy netijen bangsatt jangan bawa ortu kalau mau nge hatee mama kalian lonte dan pepek mama kalian kena kentot kepiting,Drugs TV
0.0,salam qontol,Daniel Bagaskara
0.0,lanjut terus lebih toxic lebih menghibur lim,Adnan Images
0.0,mantap njing toxic everyday suport buat lu anjinkk teruslah berkarya teruslah toxic sebagai budaya support lah njingonte dan pepek mama kalian kena kentot kepiting,EVERYDAY TOXIC
0.0,haters mana sih yg ga jahat port buat lu anjinkk teruslah berkarya teruslah toxic sebagai budaya support lah njingonte dan pepek mama kalian kena kentot kepiting,Enzi Ivander
0.0,bang bang bang bang bang bang bang bang bang bang bang bang ned nod v,Farrel Tan
0.0,konten yg bermutu,Mhmdridho 7
0.0,panoetanquuu,I AM GAMERS
1.0,anjay gua nonton ini baru k selsai udah k hebat lo rick,kabar baik
0.0,gua senengngan lu pas jamannya main pb lim,habibi 78
0.0,kurang gila anjing mana melet nya mana teriak nya mana gaya orang setruknya anjing ngentot gua suka liat wajahlu kalo pas masi jadi kaya orang setruk sambil triak ngentot,Gandol TV
0.0,intro legend bang v,yudies tira
0.0,bagi gw channel lu keren,LeanGG
5.0,inget janji rick juta subs botak anjing,Rama Balola
0.0,males ah iklannya ga bisa di skip,Warga Pochinki
0.0,jancok jemboet kontol taik ayam asuw ngentod anak babi bangsat ,
,,
0.0,woy ngentod main pb lagi anjing v,Alfa Rizi
0.0,i hate you,Dharmayuda91
0.0,semua kata elu itu bacot ngentod bacoottttt,
,,
0.0,yg bisa d pelajari dari erickolim,
,,
,,
0.0,sejati,galaxy Gaming
1.0,woi mata gw perih anjirr siapa yg ngiris bawang di sini dia buat semangat untuk hidup,
,,
0.0,akhirnya intro ini yg gue tunggu,Muhammad Fikri Azhar
0.0,bangsat lu anjay masih hidup lo kontolllll,Gilangmr Cupu
0.0,wik wik wik wik wik wik wik wik wik wik,XXXDIKYCOEG XXX
0.0,hiduppp erickontoruuuuuuuu ululululuuuu,Septian Indramawan
0.0,hmm kok gw cringe y klo ada yg ngomong haters adalah fans yg tertunda yutuber selebgram klo ngomongin haters pasti ngomong gitu why gitu haters ya haters itu aja sih,Dwiki Noviandika
0.0,sebenernya haters itu emang skill pasifnya bisa nambahin gold x lipat apalagi di tambah buff gold sih keong awto cepet jadi anjg,
,,
,,
0.0,bang lu ganteng,Akbar Sultan
0.0,lanjut trus ka trus klo bisa pas opening semua vidio opening lu ada apalagi di tambah buff gold sih keong awto cepet jadi anjg,
,,
,,
0.0,gw suka sih sama lu bang tingkah lu gw suka  idio opening lu ada apalagi di tambah buff gold sih keong awto cepet jadi anjg,
,,
,,
0.0,loe udah ngak prawan yh rik,Fandy hariawan
0.0,intro legend is back,The Yeager
0.0,intro legends back,metropolitan
1.0,ada jumpscare,L y n x
0.0,kbnykan yg komen sampah itu fansnya arap kalo arap sampah fansnya aja najis wkwkwkwk no smile,Power Cat
0.0,soapers pro ea,Ryan Gaming
0.0,haters kontol soapers ga segoblok lu,
,,
,,
,,
0.0,gw setuju sama lu bang walaupun emang ini konten bangsat semua dan gak mendidik setidaknya lucu dan cukup menyenangkan di banting konten bokep di youtube yang cuma ngerusak otak dan pikiran gak papa kuota habis buat nonton chanel goblok yang lumayan lucu daripada buat yang aneh aneh sukses ya,Tio wahyudi
0.0,gw orang islam tpi gw ga peduli klo erico lim beda agama ama gw semua di mata tuhan sama bosss klo ada chanel yg asik lucu menarik kenapa ga auto like subs view aja gak sih,Kalyu Park
0.0,rambut gue ijo,Andhika Haliya
0.0,reaction lagu thailand erickontol d pas buat lu tuh,Viktor Afrilio Tommy Fransilly
0.0,hahahahahaha,Suryoadiwiguno
0.0,segampang itu lu nanggepin kritikan pedas inget cok lu itu influencer lu punya peran besar buat anak yg suka sama lu lu setidaknya kasih contoh yg baik pisahkan hal yg boleh dipublikasi gak ,
,,
,,
0.0,eh nyet react lagu wikwikwik yg ada adegan ngeuenya dong,Ven tube
0.0,kalo kata attahalilintar work hard pray hard lim  dong,Yudha Pratama
3.0,bang kok gk ad ody gk asikk hard pray hard lim  dong,I D
0.0,tabahkan hatimu keraskan taimu,Yazher Prator
0.0,akhirnya intro erickontol no limit pros is backkkkk,Naufal Zharfan
0.0,ada presiden qori,Kevin Alto
0.0,m nya ketinggalan sory,Ramesh Ramesh
0.0,eh sikontol tindiknya ilang dong v ya gak,Ainul Yakin
0.0,hhuuuupp bau memek,Ngenezzz Gokil
0.0,erickonto mah kebal hatersdong v ya gak,Annoraa AN
0.0,maksain anjir bal hatersdong v ya gak,reza aditya
0.0,reza arap klah sama ericko lim wkwkwkww,Power Cat
0.0,dengar abang ini ngomong jadi ke ingat omongan guru gue kalo lo mau jadi pengusaha ngapain lo sekolah ngntd,Daniel anju v.s
0.0,prut lo sixbonss pak,Alpha Taiger
0.0,ada jembut,Felly Lia Putri
0.0,wah bang erik coli youtuber paten punya bukan kaleng kaleng,Ramesh Ramesh
0.0,beruntunglah kalian kalau bukan ericko lim daylenpros dan michel show youtube rewand nggak ada yg bikintd,M. FARID
1.0,ini nih baru yang namanya disstrack hatters nggak kayak atta geledekoutube rewand nggak ada yg bikintd,Adnan 17
0.0,jangan nangis bang jelekisstrack hatters nggak kayak atta geledekoutube rewand nggak ada yg bikintd,You You
0.0,ooh yea dsr susu kntl manis,irmansah harahap
0.0,emang qory bau ya,yoseph laiyan
0.0,wik wik wik wik wik,play game gaming
0.0,gua nggak anjing l manis,CasTLe official
0.0,woi kontol gua suka banget sama video lo yg ini gw nonton iklan lo ga gue skip anjenk tetep semangat njink bikin video tiap hari yg gak ada faedahnya i luv u bitch ,Dino Dirty
0.0,youtube rewind kok sepi,khusni alfin
0.0,bisa di jaga gk omongan mu erikontropus palalojavanicus,Alpha Taiger
1.0,autis is back yyey,TAMVENG
0.0,bikin q a lg lahhh,Naffi Muzaki
0.0,astaga kuning banyak amat kaya jembut,MR Dee
0.0,kalo baik namanya soapers,White DS
0.0,rik lo ganteng,
,,
